|_unit_id|_created_at|_golden|_id|_missed|_started_at|_tainted|_channel|_trust|_worker_id|_country|_region|_city|_ip|word_or_shortphrase|instruction|tweet|tweet_no|tweet_no_rt|type_of_message|type_of_messageconfidence|word_or_shortphrase_gold
139|240632776|1/2/2013 18:04:18|True|797261092||1/2/2013 17:59:50|False|instagc|1.0|15121139|USA|IN|South Bend|70.224.42.226|39 American deaths|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
140|240632776|1/2/2013 18:16:56|True|797269834||1/2/2013 18:14:06|False|instagc|0.8|14991354|USA|CA|Cerritos|97.93.52.198|39 American deaths|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
141|240632776|1/2/2013 18:32:30|True|797281996||1/2/2013 18:27:35|False|instagc|0.8333|14336534|USA|IA|Cedar Rapids|173.26.215.86|39 American deaths|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
142|240632776|1/2/2013 18:46:35|True|797294481||1/2/2013 18:41:32|False|instagc|0.75|14309547|USA|MO|Springfield|75.42.239.15|39 American deaths|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
143|240632776|1/2/2013 18:47:45|True|797295363||1/2/2013 18:43:56|False|instagc|1.0|13437101|USA|MD|Catonsville|71.166.59.192|39 American deaths|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
144|240632776|1/3/2013 07:56:10|True|797965119||1/3/2013 07:54:30|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|39 american deaths|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
145|240632776|1/3/2013 09:55:09|True|798189511||1/3/2013 09:53:15|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|39 American|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
146|240632776|1/3/2013 10:22:11|True|798219896||1/3/2013 10:19:46|False|instagc|1.0|13794065|USA|TN|Nashville|74.179.63.99|39 American deaths|indicates who has (or how many people have) been injured or dead|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|38917|@SportsSturm Hey Bob can you ask @bracketdan now that there are 39 American deaths does Sandy count as a major storm?......|Informative: casualties (people injured or dead)|1.0|"39 American deaths
39 American
39
39 American deaths
39"
149|240632778|1/2/2013 15:05:27|False|797144707||1/2/2013 15:01:02|False|instagc|0.75|14452255|USA|AL|Elmore|68.207.200.230|Houston Symphony concert|names a structure, road, service, line, etc. that is not working or has been damaged|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|1366|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|Informative: damage (building, road, lines, etc.)|0.6542|
150|240632778|1/2/2013 15:25:00|False|797154156||1/2/2013 15:20:55|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|a Houston Symphony concert|names a structure, road, service, line, etc. that is not working or has been damaged|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|1366|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|Informative: damage (building, road, lines, etc.)|0.6542|
151|240632778|1/2/2013 15:29:51|False|797156595||1/2/2013 15:26:38|False|instagc|1.0|13975029|USA|SC|Swansea|204.116.173.21|Houston Symphony concert|names a structure, road, service, line, etc. that is not working or has been damaged|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|1366|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|Informative: damage (building, road, lines, etc.)|0.6542|
152|240632778|1/2/2013 15:42:27|False|797163204||1/2/2013 15:40:36|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|Houston Symphony concert|names a structure, road, service, line, etc. that is not working or has been damaged|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|1366|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|Informative: damage (building, road, lines, etc.)|0.6542|
153|240632778|1/2/2013 16:16:50|False|797181710||1/2/2013 16:14:13|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|Houston Symphony concert|names a structure, road, service, line, etc. that is not working or has been damaged|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|1366|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|Informative: damage (building, road, lines, etc.)|0.6542|
154|240632778|1/2/2013 16:20:55|False|797184247||1/2/2013 16:13:48|False|cbf|0.75|7762692|USA|SC|Seneca|69.59.88.93|Houston|names a structure, road, service, line, etc. that is not working or has been damaged|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|1366|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|Informative: damage (building, road, lines, etc.)|0.6542|
155|240632778|1/2/2013 16:27:06|False|797188143||1/2/2013 16:21:52|False|instagc|1.0|15121139|USA|IN|South Bend|70.224.42.226|Houston Symphony concert|names a structure, road, service, line, etc. that is not working or has been damaged|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|1366|Sandy wreaks havoc on a Houston Symphony concert but a violinist swoops in to save the day http://t.co/0uzfxA3W|Informative: damage (building, road, lines, etc.)|0.6542|
162|240632780|1/2/2013 15:01:53|False|797142838||1/2/2013 14:57:28|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|18 deaths|indicates who has (or how many people have) been injured or dead|RT @SkyNewsBreak: Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|26174|Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|Informative: casualties (people injured or dead)|1.0|
163|240632780|1/2/2013 15:06:13|False|797145156||1/2/2013 15:03:16|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|18 deaths in NYC|indicates who has (or how many people have) been injured or dead|RT @SkyNewsBreak: Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|26174|Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|Informative: casualties (people injured or dead)|1.0|
164|240632780|1/2/2013 15:09:15|False|797146742||1/2/2013 15:07:41|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|18 deaths|indicates who has (or how many people have) been injured or dead|RT @SkyNewsBreak: Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|26174|Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|Informative: casualties (people injured or dead)|1.0|
165|240632780|1/2/2013 15:13:14|False|797148623||1/2/2013 15:07:55|False|instagc|1.0|14049868|USA|OH|Toledo|131.183.0.122|resulted in 18 deaths|indicates who has (or how many people have) been injured or dead|RT @SkyNewsBreak: Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|26174|Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|Informative: casualties (people injured or dead)|1.0|
166|240632780|1/2/2013 15:14:24|False|797149194||1/2/2013 15:13:20|False|instagc|1.0|12960437|USA|WV|Point Pleasant|173.81.178.140|Sandy heroes!|indicates who has (or how many people have) been injured or dead|RT @SkyNewsBreak: Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|26174|Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|Informative: casualties (people injured or dead)|1.0|
167|240632780|1/2/2013 15:24:45|False|797153987||1/2/2013 15:20:17|False|instagc|1.0|15124146|USA|CT|Norwalk|24.189.161.45|18 deaths|indicates who has (or how many people have) been injured or dead|RT @SkyNewsBreak: Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|26174|Mayor of New York Michael Bloomberg says superstorm #Sandy has resulted in 18 deaths in NYC|Informative: casualties (people injured or dead)|1.0|
174|240632782|1/2/2013 15:11:21|False|797147837||1/2/2013 15:09:47|False|instagc|1.0|12960437|USA|WV|Point Pleasant|173.81.178.140|Sandy is fucking up #EmpireState|names a structure, road, service, line, etc. that is not working or has been damaged|You watching this #Sandy is fucking up #EmpireState|113771|You watching this #Sandy is fucking up #EmpireState|Informative: damage (building, road, lines, etc.)|0.6509|
175|240632782|1/2/2013 15:18:37|False|797151350||1/2/2013 15:15:59|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|EmpireState|names a structure, road, service, line, etc. that is not working or has been damaged|You watching this #Sandy is fucking up #EmpireState|113771|You watching this #Sandy is fucking up #EmpireState|Informative: damage (building, road, lines, etc.)|0.6509|
176|240632782|1/2/2013 15:22:59|False|797152984||1/2/2013 15:19:35|False|instagc|0.75|14452255|USA|AL|Elmore|68.207.200.230|EmpireState|names a structure, road, service, line, etc. that is not working or has been damaged|You watching this #Sandy is fucking up #EmpireState|113771|You watching this #Sandy is fucking up #EmpireState|Informative: damage (building, road, lines, etc.)|0.6509|
177|240632782|1/2/2013 15:30:16|False|797156867||1/2/2013 15:27:04|False|instagc|1.0|14049868|USA|OH|Toledo|131.183.0.122|EmpireState|names a structure, road, service, line, etc. that is not working or has been damaged|You watching this #Sandy is fucking up #EmpireState|113771|You watching this #Sandy is fucking up #EmpireState|Informative: damage (building, road, lines, etc.)|0.6509|
178|240632782|1/2/2013 15:31:24|False|797157277||1/2/2013 15:28:42|False|instagc|1.0|15124146|USA|CT|Norwalk|24.189.161.45|#EmpireState|names a structure, road, service, line, etc. that is not working or has been damaged|You watching this #Sandy is fucking up #EmpireState|113771|You watching this #Sandy is fucking up #EmpireState|Informative: damage (building, road, lines, etc.)|0.6509|
179|240632782|1/2/2013 15:31:45|False|797157367||1/2/2013 15:27:22|False|instagc|1.0|15079559|USA|FL|Spring Hill|173.168.211.177|EmpireState|names a structure, road, service, line, etc. that is not working or has been damaged|You watching this #Sandy is fucking up #EmpireState|113771|You watching this #Sandy is fucking up #EmpireState|Informative: damage (building, road, lines, etc.)|0.6509|
180|240632782|1/2/2013 15:34:09|False|797158589||1/2/2013 15:31:15|False|instagc|1.0|14296101|USA|MN|Buffalo|216.105.230.23|EmpireState|names a structure, road, service, line, etc. that is not working or has been damaged|You watching this #Sandy is fucking up #EmpireState|113771|You watching this #Sandy is fucking up #EmpireState|Informative: damage (building, road, lines, etc.)|0.6509|
181|240632783|1/2/2013 15:11:21|False|797147840||1/2/2013 15:09:47|False|instagc|1.0|12960437|USA|WV|Point Pleasant|173.81.178.140|RedCross blood banks are running low|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
182|240632783|1/2/2013 15:12:36|False|797148445||1/2/2013 15:05:57|False|instagc|1.0|13975029|USA|SC|Swansea|204.116.173.21|donating blood|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
183|240632783|1/2/2013 15:20:43|False|797152211||1/2/2013 15:17:00|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|@RedCross blood banks|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
184|240632783|1/2/2013 15:21:01|False|797152335||1/2/2013 15:18:38|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|blood banks|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
185|240632783|1/2/2013 15:31:13|False|797157259||1/2/2013 15:25:53|False|instagc|1.0|14296101|USA|MN|Buffalo|216.105.230.23|donations of money|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
186|240632783|1/2/2013 16:00:33|False|797172503||1/2/2013 15:58:01|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|RedCross blood banks|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
187|240632783|1/2/2013 16:16:50|False|797181702||1/2/2013 16:14:13|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|blood|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
188|240632783|1/2/2013 16:20:55|False|797184241||1/2/2013 16:13:48|False|cbf|0.75|7762692|USA|SC|Seneca|69.59.88.93|Red Cross|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @ConanOBrien: .@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|22135|.@RedCross blood banks are running low due to Hurricane #Sandy canceling blood drives. Find a bank here & donate: http://t.co/vfyILNRk|Informative: offers/gives donations of money, goods, or free services|0.6745|
212|240632787|1/2/2013 15:09:15|False|797146747||1/2/2013 15:07:41|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DomingoBacalao: NYC & Sandy http://t.co/2Ycc8TE3|64674|NYC & Sandy http://t.co/2Ycc8TE3|Informative: damage (building, road, lines, etc.)|1.0|
213|240632787|1/2/2013 15:11:21|False|797147844||1/2/2013 15:09:47|False|instagc|1.0|12960437|USA|WV|Point Pleasant|173.81.178.140|NYC & Sandy|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DomingoBacalao: NYC & Sandy http://t.co/2Ycc8TE3|64674|NYC & Sandy http://t.co/2Ycc8TE3|Informative: damage (building, road, lines, etc.)|1.0|
214|240632787|1/2/2013 15:27:19|False|797155387||1/2/2013 15:24:10|False|instagc|1.0|15079559|USA|FL|Spring Hill|173.168.211.177|NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DomingoBacalao: NYC & Sandy http://t.co/2Ycc8TE3|64674|NYC & Sandy http://t.co/2Ycc8TE3|Informative: damage (building, road, lines, etc.)|1.0|
215|240632787|1/2/2013 15:30:16|False|797156873||1/2/2013 15:27:04|False|instagc|1.0|14049868|USA|OH|Toledo|131.183.0.122|NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DomingoBacalao: NYC & Sandy http://t.co/2Ycc8TE3|64674|NYC & Sandy http://t.co/2Ycc8TE3|Informative: damage (building, road, lines, etc.)|1.0|
216|240632787|1/2/2013 15:31:24|False|797157282||1/2/2013 15:28:42|False|instagc|1.0|15124146|USA|CT|Norwalk|24.189.161.45|NONE|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DomingoBacalao: NYC & Sandy http://t.co/2Ycc8TE3|64674|NYC & Sandy http://t.co/2Ycc8TE3|Informative: damage (building, road, lines, etc.)|1.0|
217|240632787|1/2/2013 15:31:45|False|797157371||1/2/2013 15:27:22|False|instagc|1.0|15079559|USA|FL|Spring Hill|173.168.211.177|NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DomingoBacalao: NYC & Sandy http://t.co/2Ycc8TE3|64674|NYC & Sandy http://t.co/2Ycc8TE3|Informative: damage (building, road, lines, etc.)|1.0|
218|240632787|1/2/2013 15:34:09|False|797158594||1/2/2013 15:31:15|False|instagc|1.0|14296101|USA|MN|Buffalo|216.105.230.23|NYC & Sandy|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DomingoBacalao: NYC & Sandy http://t.co/2Ycc8TE3|64674|NYC & Sandy http://t.co/2Ycc8TE3|Informative: damage (building, road, lines, etc.)|1.0|
219|240632788|1/2/2013 15:01:01|False|797142381||1/2/2013 14:57:46|False|instagc|0.75|14452255|USA|AL|Elmore|68.207.200.230|Gate C34|names a structure, road, service, line, etc. that is not working or has been damaged|RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|49756|Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|Informative: damage (building, road, lines, etc.)|0.6587|
220|240632788|1/2/2013 15:06:13|False|797145161||1/2/2013 15:03:16|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|Gate C34 at LaGuardia Airport|names a structure, road, service, line, etc. that is not working or has been damaged|RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|49756|Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|Informative: damage (building, road, lines, etc.)|0.6587|
221|240632788|1/2/2013 15:09:15|False|797146748||1/2/2013 15:07:41|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|Gate C34|names a structure, road, service, line, etc. that is not working or has been damaged|RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|49756|Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|Informative: damage (building, road, lines, etc.)|0.6587|
222|240632788|1/2/2013 15:13:14|False|797148632||1/2/2013 15:07:55|False|instagc|1.0|14049868|USA|OH|Toledo|131.183.0.122|Gate C34 at LaGuardia Airport MT @JetBlue|names a structure, road, service, line, etc. that is not working or has been damaged|RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|49756|Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|Informative: damage (building, road, lines, etc.)|0.6587|
223|240632788|1/2/2013 15:25:00|False|797154155||1/2/2013 15:20:55|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|Gate C34 at LaGuardia Airport|names a structure, road, service, line, etc. that is not working or has been damaged|RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|49756|Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|Informative: damage (building, road, lines, etc.)|0.6587|
224|240632788|1/2/2013 15:37:16|False|797160547||1/2/2013 15:31:25|False|instagc|1.0|15124146|USA|CT|Norwalk|24.189.161.45|Gate C34 at LaGuardia Airport|names a structure, road, service, line, etc. that is not working or has been damaged|RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|49756|Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|Informative: damage (building, road, lines, etc.)|0.6587|
225|240632788|1/2/2013 16:23:55|False|797185817||1/2/2013 16:21:52|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|Gate C34 at LaGuardia Airport|names a structure, road, service, line, etc. that is not working or has been damaged|RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|49756|Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs|Informative: damage (building, road, lines, etc.)|0.6587|
226|240632789|1/2/2013 15:02:48|False|797143274||1/2/2013 14:58:46|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|waste of money having vulnerabile stores|indicates what (money, goods, work, free services, etc.) is being offered as a donation|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|14175|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|Informative: offers/gives donations of money, goods, or free services|0.6542|
227|240632789|1/2/2013 15:05:55|False|797145059||1/2/2013 15:04:41|False|amt|1.0|5112203|USA|MD|Baltimore|72.81.233.17|NONE|indicates what (money, goods, work, free services, etc.) is being offered as a donation|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|14175|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|Informative: offers/gives donations of money, goods, or free services|0.6542|
228|240632789|1/2/2013 15:06:02|False|797145116||1/2/2013 15:02:12|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|World Vision Fundraiser's|indicates what (money, goods, work, free services, etc.) is being offered as a donation|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|14175|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|Informative: offers/gives donations of money, goods, or free services|0.6542|
229|240632789|1/2/2013 15:19:42|False|797151874||1/2/2013 15:16:10|False|instagc|1.0|15079559|USA|FL|Spring Hill|173.168.211.177|supplies|indicates what (money, goods, work, free services, etc.) is being offered as a donation|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|14175|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|Informative: offers/gives donations of money, goods, or free services|0.6542|
230|240632789|1/2/2013 15:22:59|False|797152990||1/2/2013 15:19:35|False|instagc|0.75|14452255|USA|AL|Elmore|68.207.200.230|none|indicates what (money, goods, work, free services, etc.) is being offered as a donation|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|14175|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|Informative: offers/gives donations of money, goods, or free services|0.6542|
231|240632789|1/2/2013 16:26:07|False|797187441||1/2/2013 16:23:57|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|none|indicates what (money, goods, work, free services, etc.) is being offered as a donation|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|14175|World Vision Fundraiser's states their supplies damaged by Hurricane Sandy Why ?Bad management + waste of money having vulnerabile stores|Informative: offers/gives donations of money, goods, or free services|0.6542|
232|240632790|1/2/2013 15:09:30|False|797146946||1/2/2013 15:06:41|False|instagc|1.0|12960437|USA|WV|Point Pleasant|173.81.178.140|damage at New York's South Ferry and Whitehall St subway station|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
233|240632790|1/2/2013 15:17:00|False|797150435||1/2/2013 15:11:33|False|instagc|0.75|14475081|USA|TN|Dunlap|98.143.6.78|New York's South Ferry and Whitehall St subway station -|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
234|240632790|1/2/2013 15:21:01|False|797152333||1/2/2013 15:18:38|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|South Ferry and Whitehall St subway station|names a structure, road, service, line, etc. that is not working or has been damaged|RT @breakingstorm: Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|36296|Video: Hurricane Sandy damage at New York's South Ferry and Whitehall St subway station - @MTAInsider http://t.co/zMGGTSmX|Informative: damage (building, road, lines, etc.)|0.7678|
